alim_grp_code	alim_ssgrp_code	alim_ssssgrp_code	alim_grp_nom_fr	alim_ssgrp_nom_fr	alim_ssssgrp_nom_fr	alim_code	alim_nom_fr	alim_nom_sci	Energie, Règlement UE N° 1169/2011 (kJ/100 g)	Energie, Règlement UE N° 1169/2011 (kcal/100 g)	Energie, N x facteur Jones, avec fibres  (kJ/100 g)	Energie, N x facteur Jones, avec fibres  (kcal/100 g)	Eau (g/100 g)	Protéines, N x facteur de Jones (g/100 g)	Protéines, N x 6.25 (g/100 g)	Glucides (g/100 g)	Lipides (g/100 g)	Sucres (g/100 g)	Fructose (g/100 g)	Galactose (g/100 g)	Glucose (g/100 g)	Lactose (g/100 g)	Maltose (g/100 g)	Saccharose (g/100 g)	Amidon (g/100 g)	Fibres alimentaires (g/100 g)	Polyols totaux (g/100 g)	Cendres (g/100 g)	Alcool (g/100 g)	Acides organiques (g/100 g)	AG saturés (g/100 g)	AG monoinsaturés (g/100 g)	AG polyinsaturés (g/100 g)	AG 4:0, butyrique (g/100 g)	AG 6:0, caproïque (g/100 g)	AG 8:0, caprylique (g/100 g)	AG 10:0, caprique (g/100 g)	AG 12:0, laurique (g/100 g)	AG 14:0, myristique (g/100 g)	AG 16:0, palmitique (g/100 g)	AG 18:0, stéarique (g/100 g)	AG 18:1 9c (n-9), oléique (g/100 g)	AG 18:2 9c,12c (n-6), linoléique (g/100 g)	AG 18:3 c9,c12,c15 (n-3), alpha-linolénique (g/100 g)	AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g)	AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g)	AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g)	Cholestérol (mg/100 g)	Sel chlorure de sodium (g/100 g)	Calcium (mg/100 g)	Chlorure (mg/100 g)	Cuivre (mg/100 g)	Fer (mg/100 g)	Iode (µg/100 g)	Magnésium (mg/100 g)	Manganèse (mg/100 g)	Phosphore (mg/100 g)	Potassium (mg/100 g)	Sélénium (µg/100 g)	Sodium (mg/100 g)	Zinc (mg/100 g)	Rétinol (µg/100 g)	Beta-Carotène (µg/100 g)	Vitamine D (µg/100 g)	Vitamine E (mg/100 g)	Vitamine K1 (µg/100 g)	Vitamine K2 (µg/100 g)	Vitamine C (mg/100 g)	Vitamine B1 ou Thiamine (mg/100 g)	Vitamine B2 ou Riboflavine (mg/100 g)	Vitamine B3 ou PP ou Niacine (mg/100 g)	Vitamine B5 ou Acide pantothénique (mg/100 g)	Vitamine B6 (mg/100 g)	Vitamine B9 ou Folates totaux (µg/100 g)	Vitamine B12 (µg/100 g)
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6530	Veau, filet, cru		402	95	402	95	-	20,6	20,6	0	1,4	0	-	-	-	-	-	-	-	0	0	0,25	0	0	0,5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,24	12	-	-	2	2,4	-	-	-	-	-	95	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6535	Veau, steak haché 20% MG, cru		1010	243	1010	243	-	16,7	16,7	0,4	19,5	0	-	-	-	-	-	-	-	0	0	0,2	0	0	8,5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,19	11	-	-	0,84	-	-	-	-	-	-	74,5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6536	Veau, steak haché 15% MG, cru		864	208	864	208	-	18,2	18,2	traces	15	-	-	-	-	-	-	-	-	0	0	0,17	0	0	6,2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6540	Veau, poitrine, crue		733	176	733	176	67,7	18,7	18,7	0	11,2	0	-	-	-	-	-	-	-	0	0	0,9	0	0	3,1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71	0,21	8	-	0,094	1,22	2,8	18	0,01	172	286	8	82,5	2,33	-	0	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6550	Veau, rôti, cru		611	145	611	145	66,5	27,3	27,3	0	3,96	0	-	-	-	-	-	-	0	0	0	1,19	0	0	2,39	0,56	0,18	-	-	-	0	0,082	0,24	1,2	0,36	0,56	0,14	0,0066	0,0011	0,022	0,0057	26,2	0,2	7	-	0,11	1,35	< 5	27	0,029	223	372	9,11	79	2,34	0	0	1,3	0,29	-	-	0	0,08	0,28	9,56	1,09	0,47	14	1,05
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6560	Veau, épaule, crue		523	124	523	124	74,9	20,7	20,7	0	4,63	0	-	-	-	-	-	-	0	0	0	1,07	0	0	1,55	1,86	0,47	-	-	-	0	0,03	0,2	0,86	0,43	1,42	0,34	0,013	0,059	-	-	86	0,15	16	-	0,12	1,16	2,8	24	0,029	208	311	6,9	61,1	3,98	0	0	0,5	0,26	-	-	0	0,09	0,29	6	1,45	0,38	11	2,69
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6580	Veau, pied, cru		769	184	769	184	-	19,1	19,1	traces	12	-	-	-	-	-	-	-	-	0	0	0,67	0	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,12	11	-	-	2,9	-	15	-	206	320	-	48	-	-	-	-	-	-	-	0	0,18	0,27	6,3	-	0,2	6,9	1,4
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6583	Veau, jarret, cru		496	118	496	118	75,4	21,3	21,3	0	3,66	0	-	-	-	-	-	-	-	0	0	0,22	0	0	1,11	1,56	0,37	-	-	-	-	0,016	0,13	0,63	0,3	1,19	0,26	0,011	0,052	-	-	-	0,21	9	-	-	1,2	-	-	-	-	-	6,29	82,8	5,01	-	-	-	-	-	-	-	-	-	5,92	-	0,3	-	2,3
04	0402	040201	viandes, œufs, poissons et assimilés	viandes crues	bœuf et veau	6590	Veau, collier, cru		556	133	556	133	73,8	19,8	19,8	traces	5,92	-	-	-	-	-	-	-	-	0	0	0,15	0	0	1,99	2,53	0,52	-	-	-	-	0,04	0,25	1,08	0,56	1,97	0,39	0,018	0,052	0,021	0,0041	-	0,15	-	-	-	1,01	-	-	-	-	-	7,21	59,9	4,29	-	-	-	-	-	-	-	-	-	4,87	-	0,21	-	2,02
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28001	Porc, épaule, crue		743	178	743	178	69,6	18,9	18,9	0,38	11,2	0	0	-	0	0	0	0	-	0	0	0,92	0	0	4,41	5,51	1,29	0	0	0	0,01	0,01	0,14	2,71	1,5	4,47	1,02	0,054	0,05	0	0,003	60,5	0,12	10,7	-	0,089	0,65	1	19	0,012	191	335	9,25	50	2,59	3,5	0	1,25	0,15	0	-	0,7	0,84	0,24	3,84	0,73	0,42	3,25	0,49
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28002	Porc, poitrine, crue		1050	253	1050	253	59,8	17	17	0	20,5	-	0	-	0	0	0	0	-	0	0	0,85	0	0	7,89	9,65	2	-	-	-	0,021	0,016	0,3	4,67	2,54	7,63	1,8	0,11	0	0	-	81,7	0,14	6,68	86,4	0,1	0,52	0,97	18,8	0,012	382	293	< 40	56,1	1,84	0	-	0,19	0,1	0	-	0	0,59	0,15	4,65	0,6	0,35	1,67	0,37
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28003	Porc, longe, crue		733	175	733	175	67,7	20,8	20,8	0,75	9,89	0	0	-	0	0	0	0	-	0	0	0,96	0	0	3,51	5,21	1,07	0	0	0	0,0082	0,0082	0,13	2,22	1,14	4,4	0,73	0,06	0	0	0	64	0,17	8,99	-	0,078	0,84	1	21,7	0,012	187	342	8,07	66,7	2,67	2	0	0,53	0,16	0	-	0,6	0,82	0,22	4,06	0,66	0,42	1,35	0,59
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28004	Porc, jarret, cru		780	187	780	187	67,7	19,9	19,9	0	12	0	-	-	-	-	-	-	-	0	0	1,03	0	0	3,94	5,07	2,41	0	0	0	0,007	0,007	0,14	2,45	1,27	4,66	2,11	0,093	-	0	0,003	67	0,21	12	-	0,13	0,69	-	19	0,022	204	329	-	84	2,02	6	0	0,5	0,31	0	-	0	0,47	0,31	5,75	0,59	0,48	0	0,54
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28100	Porc, côte, crue		687	164	687	164	69,5	19,8	19,8	0,38	9,3	0	0	-	0	0	0	0	-	0	0	0,98	0	0	3,75	4,3	1,01	0	0	0,001	0,0094	0,0073	0,15	2,12	1,22	3,39	0,81	0,043	-	0	0,002	56,4	0,12	7,05	81,3	0,087	0,66	1,1	22,2	0,011	463	350	< 40	49,2	2,31	3	0	0,6	0,13	0	3,22	0	0,71	0,18	4,99	0,81	0,41	0	0,35
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28102	Porc, rouelle de jambon, crue		623	149	623	149	71,2	20,2	20,2	0	7,56	0	-	-	-	-	-	-	-	0	0	1,05	0	0	2,51	3,16	1,53	0	0	0	0,0043	0,0043	0,095	1,58	0,83	3,16	1,47	0,064	-	0	0,0023	58	0,14	12	-	0,079	1,13	-	20	0,009	180	366	10,3	56,3	1,93	5	0	0,5	0,2	0	-	0	0,5	0,31	5,62	0,63	0,51	0	0,4
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28104	Porc, carré, cru		612	146	612	146	70,3	22,7	22,7	0,4	5,94	-	-	-	-	-	-	-	-	0	0	0,69	0	0	2,4	2,92	0,59	-	-	-	0,0063	0,0038	0,074	1,48	0,82	2,36	0,46	0,021	0,024	-	-	47	0,094	-	-	-	0,57	-	-	-	210	379	6,57	37,8	1,44	-	-	-	-	-	-	-	0,76	0,13	-	-	0,59	-	0,33
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28201	Porc, filet, maigre, cru		493	117	493	117	74,4	21,2	21,2	0	3,6	0	0	-	0	0	0	0	0	0	0	1,1	0	0	1,43	1,56	0,4	0	0	0	0,001	0,002	0,052	0,83	0,46	1,36	0,36	0,02	0	0	0	63,3	0,18	6,38	-	0,095	0,93	1,08	27,1	0,014	237	416	8,48	72,3	2,53	0	0	0,36	0,16	0	3,7	0	0,98	0,28	5,8	0,81	0,58	2,35	0,58
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28204	Porc, filet mignon, cru		519	123	519	123	74,9	21,2	21,2	0,4	4,09	0	-	-	-	-	-	-	-	0	0	1,01	0	0	1,69	1,72	0,52	0	0	0	0,0042	0,003	0,073	0,89	0,49	1,33	0,4	0,018	0,057	0,0024	0	33,3	0,11	8,99	-	0,089	0,82	-	27,6	0,014	225	395	< 0,4	43,8	1,68	0	0	0,3	0,22	0	-	0	0,95	0,21	6,6	0,84	0,5	0	0,31
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28300	Porc, rôti, cru		642	153	642	153	70,1	22,3	22,3	0,5	6,86	0	-	-	-	-	-	-	0	0	0	1,21	0	0	2,84	2,83	0,57	-	-	-	0,0086	0,0071	0,089	1,74	0,97	2,72	0,52	0,025	0,024	-	-	48,2	0,1	6,51	72,4	0,085	0,5	3,73	27,9	0,055	206	349	9,22	40,2	1,58	-	0	0,7	0,08	< 0,2	-	0	0,74	0,15	8,59	-	0,67	1	0,31
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28302	Porc, échine, crue		826	198	826	198	63	18	18	0,1	14	0	-	-	-	-	-	-	-	0	0	1	0	0	5,4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	66	0,19	5	-	0,083	1	3,13	19,6	0,03	148	250	17,9	76	1,76	9	-	0,24	-	-	-	-	0,89	0,22	4,5	-	-	-	0,56
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28400	Porc, travers, cru		983	237	983	237	61,9	18	18	0,6	18	0	0	-	0	0	0	0	-	0	0	0,91	0	0	7,16	8,27	1,75	0	0	0	0,017	0,014	0,27	4,17	2,33	6,78	1,6	0,091	-	0	0	33,3	0,12	8,49	74,4	0,09	0,6	0,8	19,6	0,011	428	330	< 40	48,3	2,1	0	0	2,3	0,24	0	-	0	0,66	0,16	5,35	0,64	0,37	2	0,38
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28460	Porc, escalope de jambon, crue		541	129	541	129	74,4	21,5	21,5	0	4,76	0	-	-	-	-	-	-	-	0	0	1,12	0	0	1,97	1,15	0,59	0	0	0	0,0051	0,0037	0,084	1,09	0,57	1,15	0,44	0,022	-	0	0	53,9	0,12	6,39	75,7	0,08	0,6	-	27	0,01	510	392	< 40	49,2	1,66	2	0	0,3	0,16	0	-	0	0,82	0,18	6,39	0,66	0,51	0	0,28
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28470	Porc, bardière découennée, crue		3060	744	3060	744	16,1	4,51	4,51	0,1	80,6	0,1	-	-	-	-	-	-	-	0	0	0,1	0	0	28,7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,1	-	-	-	-	-	-	-	-	-	-	41,6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28471	Porc, gorge, découennée, crue		1960	475	1960	475	40,3	11,6	11,6	0,14	47,5	0,14	-	-	-	-	-	-	-	0	0	0,17	0	0	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,17	-	-	-	-	-	-	-	-	-	-	69,6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28472	Porc, hachage sans jarret, sans bateau, découenné, dégraissé, désossé, cru		780	187	780	187	68,7	18,9	18,9	0,23	12,3	0,23	-	-	-	-	-	-	-	0	0	0,2	0	0	4,14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,2	-	-	-	-	-	-	-	-	-	-	80,9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28473	Porc, jambon sans jarret, sans bateau, découenné, dégraissé, désossé, cru		592	141	592	141	72,3	20,9	20,9	0,28	6,3	0,28	-	-	-	-	-	-	-	0	0	0,18	0	0	2,11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,18	-	-	-	-	-	-	-	-	-	-	73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28474	Porc, jambonneau arrière, découenné, dégraisssé, désossé, cru		618	148	618	148	72,2	20,2	20,2	0,28	7,31	0,28	-	-	-	-	-	-	-	0	0	0,22	0	0	2,4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,22	-	-	-	-	-	-	-	-	-	-	87,6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28475	Porc, maigre 90/10, cru		882	212	882	212	64,6	18,8	18,8	0,24	15,1	0,24	-	-	-	-	-	-	-	0	0	0,17	0	0	5,46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,17	-	-	-	-	-	-	-	-	-	-	68,8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28476	Porc, maigre 80/20, cru		1210	293	1210	293	60,1	17,3	17,3	0,26	24,7	0,26	-	-	-	-	-	-	-	0	0	0,17	0	0	9,16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,17	-	-	-	-	-	-	-	-	-	-	69,4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28477	Porc, palette, découennée, dégraissée, désossée, crue		728	174	728	174	70,4	19,9	19,9	0,25	10,4	0,25	-	-	-	-	-	-	-	0	0	0,2	0	0	3,58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,2	-	-	-	-	-	-	-	-	-	-	81	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28479	Porc, poitrine cutter, sans mouille, crue		1340	323	1340	323	55,9	15,9	15,9	0,22	28,7	0,22	-	-	-	-	-	-	-	0	0	0,18	0	0	10,2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,18	-	-	-	-	-	-	-	-	-	-	73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040202	viandes, œufs, poissons et assimilés	viandes crues	porc	28480	Porc, rôti filet avec chaînette, cru		615	146	615	146	70,4	22,3	22,3	0,37	6,2	0,37	-	-	-	-	-	-	-	0	0	0,16	0	0	2,21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,16	-	-	-	-	-	-	-	-	-	-	63,7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36002	Poulet, cuisse, viande et peau, cru		799	192	799	192	69,2	17,3	17,3	0	13,5	traces	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	0	0	0	0,97	0	0,39	3,85	6,04	2,96	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,07	2,9	0,82	5,05	2,56	0,22	0,07	< 0,01	< 0,01	92,5	0,22	6,7	109	0,05	0,68	< 20	21	0,01	170	280	< 20	86	1,4	33,6	0	< 0,25	0,74	2,27	-	3,26	0,09	0,058	4,35	1,29	0,18	12,9	0,4
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36003	Poulet, viande, crue		477	113	477	113	74,6	20	20	0	3,73	0	0	-	0	0	0	0	-	0	0	1,01	0	traces	0,85	1,41	1,11	0	0	0	0	0,0099	0,02	0,62	0,21	1,41	0,93	0,15	-	0,0071	0,021	68,8	0,2	11	-	0,044	0,77	0,4	24,1	0,016	179	257	12,4	81	1,17	15,3	0	0,15	0,25	2,1	-	2,3	0,084	0,15	8,15	1,05	0,41	14,1	0,39
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36007	Poulet (var. blanc), viande et peau, cru		519	123	519	123	72,1	21,2	21,2	0	4,3	-	-	-	-	-	-	-	-	0	0	1,03	0	traces	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	99	0,2	9,73	-	0,11	0,65	4,1	25,1	0,02	138	250	7,26	78,3	1,07	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36008	Poulet fermier, viande et peau, cru		569	135	569	135	67,5	21,5	21,5	0,2	5,4	0,2	-	-	-	-	-	-	-	0	0	0,95	0	traces	2,3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,21	10,2	-	0,13	0,78	4,1	24,9	0,02	142	267	8,95	100	1,27	-	-	-	-	-	-	-	-	-	-	-	-	-	-
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36016	Poulet, viande et peau, cru		723	173	723	173	68,1	20,2	20,2	0,3	10,1	0,2	0	-	0	0	0	0	0	0	0	0,98	0	traces	2,81	4,52	2,34	0	0	0	0	0,017	0,08	2,11	0,6	2,66	1,38	0,079	0,069	0,0078	0,022	76,3	0,16	9,69	-	0,14	1,63	0,4	19,8	0,026	174	227	12,4	62,3	1,3	24,8	0	0,53	0,32	1,5	-	1,6	0,12	0,48	7,04	0,98	0,54	10,4	1,29
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36017	Poulet, filet, sans peau, cru		464	110	464	110	75,1	23,4	23,4	0	1,5	traces	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	0	0	0	1,18	0	0,75	0,44	0,59	0,31	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,01	0,31	0,12	0,5	0,26	0,02	0,03	< 0,01	< 0,01	66	0,11	3,3	64,1	0,03	0,33	< 20	32	< 0,01	240	390	< 20	43	0,52	< 21	0	< 0,25	0,36	1,3	8,9	4,89	0,12	0,052	10,7	1,69	0,41	14,6	0,17
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36019	Poulet, haut de cuisse, viande, cru		487	116	487	116	76,2	19,7	19,7	0	4,12	0	-	-	-	-	-	-	-	0	0	0,95	0	traces	1,1	1,5	0,94	0,001	0	0,001	0,002	0,003	0,02	0,8	0,25	1,25	0,74	0,03	-	0,002	0,007	94	0,24	7	-	0,062	0,81	-	23	0,013	185	242	-	95	1,58	7	0	0	0,18	2,9	-	0	0,088	0,2	5,56	1,23	0,45	4	0,61
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36020	Poulet éviscéré sans abats, cru		875	210	875	210	-	18,6	18,6	traces	15,1	-	-	-	-	-	-	-	-	0	0	0,54	0	traces	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0,18	11	-	-	0,9	-	20	-	147	189	-	70	-	-	-	-	-	-	-	1,6	0,06	0,12	6,8	-	0,35	6	0,31
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36022	Poulet, pilon, cru		648	155	648	155	71,7	18,4	18,4	0	9,05	0	-	-	-	-	-	-	-	0	0	1,13	0	traces	2,49	3,66	2	0,001	0	0,001	0,002	0,014	0,063	1,88	0,51	3,04	1,74	0,077	0,086	0,007	0,02	88	0,23	8,5	-	0,062	1,26	-	19	0,014	168	202	-	91	1,73	28	0	0,8	0,35	2,5	-	2	0,072	0,17	5,12	1,03	0,3	5	0,42
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36023	Poulet, aile, viande et peau, cru		754	181	754	181	66,9	20,4	20,4	0	11	0	-	-	-	-	-	-	0	0	0	0,91	0	traces	3,04	4,8	2,57	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,06	2,4	0,56	3,94	2,29	0,17	0,04	< 0,01	< 0,01	114	0,22	16	121	0,03	0,54	< 20	17	0,01	140	230	< 20	86,1	1,1	39,6	0	< 0,25	0,78	< 0,8	-	< 0,5	0,017	0,054	9,62	1,01	0,36	39,7	1,73
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36024	Poulet, cuisse, viande, cru		478	114	478	114	76	19,3	19,3	0	4,05	0	-	-	-	-	-	-	-	0	0	0,98	0	traces	1,03	1,3	0,98	0,001	0	0,001	0	0,015	0,023	0,71	0,26	1,02	0,62	0,025	-	0,008	0,028	81	0,23	10,3	-	0,061	0,99	2	22,3	0,019	173	229	-	92	1,8	16,7	0	0	0,2	2,53	34,3	3,1	0,079	0,18	5,9	1,2	0,35	7,67	0,42
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36029	Poulet, poitrine, viande et peau, cru		657	157	657	157	69,7	21,1	21,1	0	8,08	0	-	-	-	-	-	-	-	0	0	1,26	0	traces	2,32	3,35	1,71	0	0	0	0	0,009	0,071	1,72	0,48	2,42	1,33	0,061	0,038	0,009	0,018	64	0,16	11	-	0,039	0,82	-	25	0,018	186	220	-	63	0,8	24	0	0,95	0,39	0	-	1	0,062	0,088	9,9	0,8	0,53	4	0,34
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36037	Poulet, cuisse, viande et peau, cru, bio		805	193	805	193	68,3	18,1	18,1	0	13,3	traces	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	-	0	0	0,99	0	0,42	3,82	4,85	4,02	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,08	2,84	0,83	4,03	3,47	0,32	0,1	< 0,01	0,02	88	0,19	6,6	102	0,06	0,92	< 20	21	0,01	180	300	50	77	1,5	38,2	-	0,46	< 0,08	-	-	1,39	0,067	0,12	4,55	1,76	0,19	5,17	0,56
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36038	Poulet, cuisse, viande et peau, cru, label rouge		723	173	723	173	69,9	19,1	19,1	0	10,6	traces	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	-	0	0	0,97	0	0,43	3,03	4,54	2,5	< 0,01	< 0,01	0,02	< 0,01	< 0,01	0,05	2,29	0,64	3,81	2,2	0,1	0,1	< 0,01	0,01	85,1	0,21	6,1	95	0,07	1	< 20	23	0,02	200	330	20	84	1,8	34	-	0,73	0,89	-	-	1,09	0,08	0,095	5,1	1,62	0,19	6,04	0,48
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36039	Poulet, filet, sans peau, cru, bio		497	118	497	118	74,1	24,6	24,6	0	1,8	traces	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	-	0	0	1,18	0	1,02	0,54	0,6	0,47	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,02	0,39	0,13	0,51	0,4	0,03	0,04	< 0,01	< 0,01	72,4	0,095	3,6	133	0,03	0,32	< 20	29	< 0,01	220	350	< 20	38	0,51	< 21	-	0,32	0,31	-	-	0,99	0,032	0,02	12,6	1,36	0,39	14	0,25
04	0402	040203	viandes, œufs, poissons et assimilés	viandes crues	poulet	36040	Poulet, filet, sans peau, cru, label rouge		478	113	478	113	73,8	25,2	25,2	0	1	traces	< 0,2	-	< 0,2	< 0,2	< 0,2	< 0,2	-	0	0	1,14	0	1,02	0,3	0,39	0,21	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	< 0,01	0,22	0,08	0,34	0,18	< 0,01	0,03	< 0,01	< 0,01	53,1	0,1	3,6	76,4	0,02	0,3	< 20	30	< 0,01	230	370	< 20	40	0,54	< 21	-	< 0,25	0,35	-	-	1,12	0,058	0,022	12,7	1,12	0,37	12	0,21
04	0402	040204	viandes, œufs, poissons et assimilés	viandes crues	dinde	36300	Dinde, viande et peau, crue		557	132	557	132	73,1	23,4	23,4	0	4,31	-	0	0	0	0	0	0	0	0	0	1,09	0	traces	1,15	1,46	1,46	0	0	0	0,0029	0,015	0,038	0,79	0,31	1,17	1	0,058	0,24	0,036	0,12	68	0,25	10,5	-	0,11	0,83	1,5	23	0,012	167	227	24	103	1,57	9,5	0	0,3	0,3	0	-	0	0,056	0,17	5,86	0,78	0,5	8,5	1,11
04	0402	040204	viandes, œufs, poissons et assimilés	viandes crues	dinde	36301	Dinde, viande, crue		464	110	464	110	75,4	22,4	22,4	0,8	1,88	0,14	0	0	0	0	0	0,07	0,07	0	0	1,02	0	traces	0,52	0,54	0,61	0	0	0	0,0029	0,0059	0,013	0,34	0,16	0,37	0,36	0,053	-	0	0,002	65,5	0,25	10,5	-	0,067	0,82	1,5	24	0,012	170	233	9,9	106	2,22	9	0	0,2	0,15	0	-	0	0,07	0,18	8	0,82	0,56	11	1,62
04	0402	040204	viandes, œufs, poissons et assimilés	viandes crues	dinde	36304	Dinde, escalope, crue		463	109	463	109	74,3	24,1	24,1	0,51	1,22	0,32	0	0	0	0	0	0,05	0,09	0	0	1,14	0	traces	0,29	0,29	0,23	0	0	0	0,004	0,003	0,004	0,18	0,093	0,23	0,2	0,009	-	0	0,002	57	0,2	16,4	-	0,07	1,02	-	28	0,011	201	242	10	82,8	1,28	6	0	0,1	0,06	0	-	0	0,042	0,15	9,92	0,78	0,81	7	0,63
