country	code	name	postcode	town	address	adr2	lat	lng
Bács-Kiskun	HU 331 TH 00157	Nagy-Ajtai György	6120	Kiskunmajsa	Bodoglár 247.	Bodoglár 247. , 6120 , Kiskunmajsa	46,5150179	19,655234
Bács-Kiskun	HU 331 TH 00158	Oláh Péter János	6120	Kiskunmajsa	hrsz 0593/10	hrsz 0593/10 , 6120 , Kiskunmajsa	46,4978287	19,6995589
Bács-Kiskun	HU 331 TH 00159	Pajor Lászlóné	6120	Kiskunmajsa	hrsz 0562/17	hrsz 0562/17 , 6120 , Kiskunmajsa	46,4978287	19,6995589
Bács-Kiskun	HU 331 TH 00160	Tóth Margit	6120	Kiskunmajsa	Konyha dűlő 44.	Konyha dűlő 44. , 6120 , Kiskunmajsa	46,4978287	19,6995589
Bács-Kiskun	HU 331 TH 00161	Kránicz János	6120	Kiskunmajsa	Konyha dűlő 14.	Konyha dűlő 14. , 6120 , Kiskunmajsa	46,4978287	19,6995589
Bács-Kiskun	HU 331 TH 00162	Patyi Lajos	6131	Szank	Halasi út 40.	Halasi út 40. , 6131 , Szank	46,5507453	19,6762751
Bács-Kiskun	HU 331 TH 00163	Tímár Zsolt	6131	Szank	Küküllő u. 19.	Küküllő u. 19. , 6131 , Szank	46,5607131	19,6694524
Bács-Kiskun	HU 331 TH 00164	Tímár Zsoltné Kun Ibolya	6131	Szank	Küküllő u. 19.	Küküllő u. 19. , 6131 , Szank	46,5607131	19,6694524
Bács-Kiskun	HU 331 TH 00168	Kecső Péter József	6067	Tiszaalpár	Vasút körzet 45	Vasút körzet 45 , 6067 , Tiszaalpár	46,8140236	19,9936556
Bács-Kiskun	HU 331 TH 00169	Kecső József	6067	Tiszaalpár	Borsihalmi k.72	Borsihalmi k.72 , 6067 , Tiszaalpár	46,7790455	19,976309
Bács-Kiskun	HU 331 TH 00170	Barcsa Lajosné	6067	Tiszaalpár	Újmajor körzet 55	Újmajor körzet 55 , 6067 , Tiszaalpár	46,7790455	19,976309
Bács-Kiskun	HU 331 TH 00171	Kapus István	6067	Tiszaalpár	Csongrádi körzet 35	Csongrádi körzet 35 , 6067 , Tiszaalpár	46,7790455	19,976309
Bács-Kiskun	HU 331 TH 00172	Eszik Nándor	6078	Jakabszállás	Tavasz u. 57	Tavasz u. 57 , 6078 , Jakabszállás	46,7555	19,606967
Bács-Kiskun	HU 331 TH 00174	Kovács József	6078	Jakabszállás	I. körzet 76	I. körzet 76 , 6078 , Jakabszállás	46,7416096	19,6250309
Bács-Kiskun	HU 331 TH 00175	Király János	6078	Jakabszállás	Kossuth u. 5	Kossuth u. 5 , 6078 , Jakabszállás	46,764587	19,6049669
Bács-Kiskun	HU 331 TH 00176	Juhász István	6078	Jakabszállás	Tavasz u. 33	Tavasz u. 33 , 6078 , Jakabszállás	46,7578869	19,604531
Bács-Kiskun	HU 331 TH 00177	Varga Tiborné	6078	Jakabszállás	III. körzet 185/a	III. körzet 185/a , 6078 , Jakabszállás	46,7416096	19,6250309
Bács-Kiskun	HU 331 TH 00178	Berente Lőrinc	6078	Jakabszállás	III. körzet 96	III. körzet 96 , 6078 , Jakabszállás	46,7416096	19,6250309
Bács-Kiskun	HU 331 TH 00179	Szűcs Benedek	6078	Jakabszállás	III. körzet 132	III. körzet 132 , 6078 , Jakabszállás	46,7416096	19,6250309
Bács-Kiskun	HU 331 TH 00180	Csupor Katalin	6042	Fülöpháza	II. körzet 144	II. körzet 144 , 6042 , Fülöpháza	46,8903871	19,466401
Bács-Kiskun	HU 331 TH 00181	Bende Balázsné	6041	Kerekegyháza	Kunpuszta 46	Kunpuszta 46 , 6041 , Kerekegyháza	46,9182593	19,4440184
Bács-Kiskun	HU 331 TH 00182	Boczek János	6041	Kerekegyháza	Kunpuszta 71	Kunpuszta 71 , 6041 , Kerekegyháza	46,9182593	19,4440184
Bács-Kiskun	HU 331 TH 00183	Kalácska Sándor	6041	Kerekegyháza	Rákóczi u. 41	Rákóczi u. 41 , 6041 , Kerekegyháza	46,9399265	19,4755296
Bács-Kiskun	HU 331 TH 00184	Kiss Gábor Imre	6042	Fülöpháza	II. körzet 106	II. körzet 106 , 6042 , Fülöpháza	46,8914016	19,4432493
Bács-Kiskun	HU 331 TH 00185	Kollár Sándor	6041	Kerekegyháza	Kölcsey u. 54	Kölcsey u. 54 , 6041 , Kerekegyháza	46,9391231	19,4655199
Bács-Kiskun	HU 331 TH 00186	Ludányi Mihály	6041	Kerekegyháza	Kunpuszta 130	Kunpuszta 130 , 6041 , Kerekegyháza	46,9182593	19,4440184
Bács-Kiskun	HU 331 TH 00187	Markacz Ilona	6041	Kerekegyháza	Akácfa u. 25	Akácfa u. 25 , 6041 , Kerekegyháza	46,9445676	19,4845793
Bács-Kiskun	HU 331 TH 00188	Ordasi Gábor	6041	Kerekegyháza	Kölcsey u. 38	Kölcsey u. 38 , 6041 , Kerekegyháza	46,9400949	19,4641216
Bács-Kiskun	HU 331 TH 00189	Pál Gáborné	6042	Fülöpháza	II. körzet 110	II. körzet 110 , 6042 , Fülöpháza	46,8914016	19,4432493
Bács-Kiskun	HU 331 TH 00190	Planéta Ferenc	6041	Kerekegyháza	Deák F. u. 1	Deák F. u. 1 , 6041 , Kerekegyháza	46,9379308	19,4820691
Bács-Kiskun	HU 331 TH 00191	Szivák Sándor	6041	Kerekegyháza	Rákóczi u. 89/a	Rákóczi u. 89/a , 6041 , Kerekegyháza	46,933889	19,48388
Bács-Kiskun	HU 331 TH 00192	Virág Mihály	6041	Kerekegyháza	Repülő dűlő 35	Repülő dűlő 35 , 6041 , Kerekegyháza	46,9634944	19,4582733
Bács-Kiskun	HU 331 TH 00193	Zupka György	6041	Kerekegyháza	Falu dűlő 9	Falu dűlő 9 , 6041 , Kerekegyháza	46,9487298	19,4783227
Bács-Kiskun	HU 331 TH 00194	Kaldenekker Szabolcs	6041	Kerekegyháza	Akácfa u. 19	Akácfa u. 19 , 6041 , Kerekegyháza	46,9452474	19,4834904
Bács-Kiskun	HU 331 TH 00195	Pánczél László	6041	Kerekegyháza	Kun u. 5	Kun u. 5 , 6041 , Kerekegyháza	46,9449048	19,4818491
Bács-Kiskun	HU 331 TH 00208	Virág István	6000	Kecskemét-Méntelek	tanya 233	tanya 233 , 6000 , Kecskemét-Méntelek	46,9791369	19,574102
Bács-Kiskun	HU 331 TH 00203	Németh Attila	6000	Kecskemét-Méntelek	tanya 196	tanya 196 , 6000 , Kecskemét-Méntelek	46,9791369	19,574102
Bács-Kiskun	HU 331 TH 00207	Polyák Márk Gergely	6000	Kecskemét-Méntelek	tanya 256	tanya 256 , 6000 , Kecskemét-Méntelek	46,9791369	19,574102
Bács-Kiskun	HU 331 TH 00211	Horváth Sándor Zoltán	6000	Kecskemét	Szalag u. 26	Szalag u. 26 , 6000 , Kecskemét	47,5013422	19,0374598
Bács-Kiskun	HU 331 TH 00206	Orlov Mihály	6000	Kecskemét-Méntelek	tanya 229	tanya 229 , 6000 , Kecskemét-Méntelek	46,9791369	19,574102
Bács-Kiskun	HU 331 TH 00200	Gál Mihály	6000	Kecskemét-Méntelek	tanya 164	tanya 164 , 6000 , Kecskemét-Méntelek	46,9791369	19,574102
Bács-Kiskun	HU 331 TH 00210	Kovács Anna	6000	Kecskemét-Méntelek	tanya 12	tanya 12 , 6000 , Kecskemét-Méntelek	46,9791369	19,574102
Bács-Kiskun	HU 331 TH 00205	Takács Miklós Mihályné	6000	Kecskemét-Méntelek	Őszibarack u. 5	Őszibarack u. 5 , 6000 , Kecskemét-Méntelek	46,9815794	19,5686039
Bács-Kiskun	HU 331 TH 00209	Virág Ferenc	6000	Kecskemét-Méntelek	tanya 12	tanya 12 , 6000 , Kecskemét-Méntelek	46,9791369	19,574102
Bács-Kiskun	HU 331 TH 00204	Tormási László	6000	Kecskemét-Méntelek	tanya 196	tanya 196 , 6000 , Kecskemét-Méntelek	46,9791369	19,574102
Baranya	HU-231-TH-00015	Belvárdgyulai Mezőgazdasági Zrt.	7664	Berkesd	Hrsz.  012/2, 018/6	Hrsz.  012/2, 018/6 , 7664 , Berkesd	46,0766759	18,4078442
Baranya	HU-223-TH-00037	Székely Szilárd	7391	Kisbeszterce	Székely Major 1.	Székely Major 1. , 7391 , Kisbeszterce	46,2054937	18,033257
Békés	HU-332-TH-00018	"Békési Egyetértés
Szarvasmarhatenyésztő Kft."	5641	Tarhos	Berke major Hrsz. 0322/5	Berke major Hrsz. 0322/5 , 5641 , Tarhos	46,8132012	21,2109597
Békés	HU-332-TH-00019	CDG Agráripari és Állattenyésztő Kft.	5662	Csanádapáca	Hrsz 049	Hrsz 049 , 5662 , Csanádapáca	46,539984	20,886843
Békés	HU-332-TH-00008	"Csorvási Gazdák Mezőgazdasági
Termelő és Értékesítő Zrt."	5920	Csorvás	Tanya 152	Tanya 152 , 5920 , Csorvás	46,6463872	20,8000082
Békés	HU-332-TH-00016	"For Milk Mezőgazdasági Termelő és
Szolgáltató Kft."	5675	Telekgerendás	Külterület 86/A	Külterület 86/A , 5675 , Telekgerendás	46,6396493	20,9400761
Békés	HU-332-TH-00005	Gyulai Agrár Zrt.	5700	Gyula	Szeregyháza         Hrsz. 0733	Szeregyháza         Hrsz. 0733 , 5700 , Gyula		
Békés	HU-332-TH-00007	Hidasháti Mezőgazdasági Zrt.	5630	Békés	VIII. kerület 18.	VIII. kerület 18. , 5630 , Békés	47,4894184	19,070668
Békés	HU-332-TH-00009	Holstein Farm Kft.	5925	Gerendás	Tanya 317	Tanya 317 , 5925 , Gerendás	46,597731	20,8626
Békés	HU-332-TH-00004	Körös-Maros Biofarm Kft.	5711	Gyula	Külterület 2.	Külterület 2. , 5711 , Gyula	46,649301	21,33987
Békés	HU-332-TH-00013	Mazula Béla	5662	Csanádapáca	Rákóczi Ferenc utca 64.	Rákóczi Ferenc utca 64. , 5662 , Csanádapáca	46,5435072	20,895282
Békés	HU-332-TH-00010	"Nemzeti Ménesbirtok és
Tangazdaság  Zrt."	5820	Mezőhegyes	11-es Major            Hrsz. 0454/8	11-es Major            Hrsz. 0454/8 , 5820 , Mezőhegyes	46,3172449	20,8173892
Békés	HU-332-TH-00003	Munkács Tej Kft.	5700	Gyula	Pejrét 2.	Pejrét 2. , 5700 , Gyula	46,633357	21,184999
Békés	HU-332-TH-00006	Rákóczi Mezőgazdasági Szövetkezet	5674	Kétsoprony	Hrsz. 090	Hrsz. 090 , 5674 , Kétsoprony	46,7208319	20,8870273
Békés	HU-332-TH-00015	Rock-Dairy Kft	5811	Végegyháza	Hrsz. 103	Hrsz. 103 , 5811 , Végegyháza	46,3736372	20,8607167
Békés	HU-332-TH-00011	"Rózsás Major Mezőgazdasági
Termelő Szolgáltató és Kereskedelmi
Kft."	5540	Szarvas	V.kk.230 Hrsz. 0370/2	V.kk.230 Hrsz. 0370/2 , 5540 , Szarvas	46,8635641	20,5526535
Békés	HU-332-TH-00012	Seres Ferenc András	5700	Gyula	Damjanich u. 20/a	Damjanich u. 20/a , 5700 , Gyula	46,643124	21,2772645
Békés	HU-332-TH-00017	"Vadas Mezőgazdasági Termelő és
Kereskedelmi Zrt."	5643	Bélmegyer	Újmajor	Újmajor , 5643 , Bélmegyer	46,8717575	21,1994681
Békés	HU-332-TH-00014	Szarvasi Agrár Zrt.	5556	Örménykút	VI. kerület 119	VI. kerület 119 , 5556 , Örménykút	46,837743	20,7520506
Békés	HU-332-TH-00014	Szarvasi Agrota Alcsired Kft.	5540	Szarvas	II. kerület Tanya 204.	II. kerület Tanya 204. , 5540 , Szarvas	46,8533489	20,6122334
Békés	HU-332-TH-00024	Macskási Tejtermelő Zrt.	5525	Füzesgyarmat	Macskási major	Macskási major , 5525 , Füzesgyarmat	47,106307	21,211067
Békés	HU-332-TH-00025	Kórodi Ferenc	5836	Dombegyháza	Külterület 013/10 hrsz.	Külterület 013/10 hrsz. , 5836 , Dombegyháza	46,3415879	21,1342664
Békés	HU-332-TH-00021	"Mezőkovácsházi Új Alkotmány
Mezőgazdasági Szolgáltató Kft."	5800	Mezőkovácsháza	Henrik major külterület 0117 hrsz.	Henrik major külterület 0117 hrsz. , 5800 , Mezőkovácsháza	46,4093003	20,9112692
Békés	HU-332-TH-00022	"Haladás Plus Mezőgazdasági
Szolgáltató Kft."	5666	Medgyesegyháza	Külterület 0146/1 hrsz.	Külterület 0146/1 hrsz. , 5666 , Medgyesegyháza	46,498758	21,0462052
Békés	HU-332-TH-00031	"Kisdombegyházi Agro-Ferr
Mezőgazdasági Termelő és
Szolgáltató Kft."	5836	Dombegyháza	Nyéki major 0165/9 hrsz	Nyéki major 0165/9 hrsz , 5836 , Dombegyháza	46,353253	21,098587
Békés	HU-332-TH-00027	Gyoma Trade Kft.	5500	Gyomaendrőd	Tanya 113.	Tanya 113. , 5500 , Gyomaendrőd	46,9751929	20,8249924
Békés	HU-332-TH-00026	Fríz Tej Kft.	5553	Kondoros	Külterület Tanya 11 sz.	Külterület Tanya 11 sz. , 5553 , Kondoros	46,7444354	20,8147156
Békés	HU-332-TH-00030	Art-Farm Kft.	5551	Csabacsűd	Tanya 406	Tanya 406 , 5551 , Csabacsűd	46,7790939	20,6311484
Békés	HU-332-TH-00029	Rózsási Állattenyésztési Kft.	5540	Szarvas	0254/8-9 hrsz.	0254/8-9 hrsz. , 5540 , Szarvas	46,8533489	20,6122334
Békés	HU-332-TH-00032	Kovácsné dr. Kutasi Erzsébet	5520	Szeghalom	Töviskes 11160/22 hrsz.	Töviskes 11160/22 hrsz. , 5520 , Szeghalom	47,1039689	21,0763049
Békés	HU-332-TH-00028	Laktárius Kft.	5540	Szarvas	II. kerület Káka központ 263	II. kerület Káka központ 263 , 5540 , Szarvas	46,8079534	20,5280921
Békés	HU-332-TH-00029	Rózsási Állattenyésztési Kft.	5540	Szarvas	Hrsz. 0254/8-9	Hrsz. 0254/8-9 , 5540 , Szarvas	46,8635641	20,5526535
Békés	HU-332-TH-00035	Tárnok Sándorné	5520	Szeghalom	Hrsz. 0231	Hrsz. 0231 , 5520 , Szeghalom	47,0308105	21,1709728
Békés	HU-332-TH-00036	Kőrös 2000 Kft.	5520	Szeghalom	Halas Major	Halas Major , 5520 , Szeghalom	47,0308105	21,1709728
Békés	HU-332-TH-00040	Vegetáció Kft.	5900	Orosháza	Belsőhosszúsor 2.	Belsőhosszúsor 2. , 5900 , Orosháza	46,572927	20,691092
Békés	HU-332-TH-00039	Béke Agrár Kft.	5900	Orosháza	Északi sor 1.	Északi sor 1. , 5900 , Orosháza	47,599002	21,5561598
Békés	HU-332-TH-00038	Agro M Zrt.	5900	Orosháza	Virágos dűlő 40.	Virágos dűlő 40. , 5900 , Orosháza	46,5921906	20,7140348
Békés	HU-332-TH-00033	Agrolakt Tejtermelő Kft.	5650	Mezőberény	Rákóczi major 012 hrsz.	Rákóczi major 012 hrsz. , 5650 , Mezőberény	46,8218187	21,0181101
Békés	HU-332-TH-00034	Bencsik János Pál	5672	Murony	IV. kerület 2.	IV. kerület 2. , 5672 , Murony	46,7622489	21,0389365
Békés	HU-332-TH-00037	Vértes Gábor	5622	Kőröstarcsa	Külterület 21.	Külterület 21. , 5622 , Kőröstarcsa	46,8882338	21,0152196
Békés	HU-332-TH-00043	Váczi és Trsa Kft.	5720	Sarkad	Bercsényi u. 35.	Bercsényi u. 35. , 5720 , Sarkad	46,7400441	21,3591886
Békés	HU-332-TH-00044	"Dán és Társa Mezőgazdasági
Termelő Szolgáltató Bt."	5530	Vésztő	Kótpuszta, Külterület (0555/14 hrsz.)	Kótpuszta, Külterület (0555/14 hrsz.) , 5530 , Vésztő	46,957448	21,33646
Borsod	HU-311-TH-00003	"Akácvölgye Mezőgazdasági és
Szolgáltató kft."	3974	Semjén	Hrsz. 032	Hrsz. 032 , 3974 , Semjén	48,3521396	21,9671011
Borsod	HU-311-TH-00002	"Akácvölgye Mezőgazdasági és
Szolgáltató kft."	3950	Sárospatak	Apróhomok Hrsz. 0455/2	Apróhomok Hrsz. 0455/2 , 3950 , Sárospatak	48,2658929	21,5837359
Borsod	HU-311-TH-00010	Dél-borsodi Agrár Kft.	3444	Gelej	Vörösmarty u. 19.	Vörösmarty u. 19. , 3444 , Gelej	47,8327639	20,7734683
Borsod	HU-311-TH-00009	Emődi Mezőgazdasági Zrt.	3432	Emőd	Keresztesi u. 10.	Keresztesi u. 10. , 3432 , Emőd	47,9286069	20,803526
Borsod	HU-311-TH-00001	Geo-Fríz Kft.	3562	Onga	Bogsin tanya Hrsz. 0263/6	Bogsin tanya Hrsz. 0263/6 , 3562 , Onga	48,150167	20,938675
Borsod	HU-311-TH-00007	GTO Start Kft.	3564	Hernádnémeti	Külterület Hrsz. 058/16	Külterület Hrsz. 058/16 , 3564 , Hernádnémeti	48,071895	20,9733761
Borsod	HU-311-TH-00008	Haladás Szövetkezet Bőcs	3574	Bőcs	Munkácsy u. 42	Munkácsy u. 42 , 3574 , Bőcs	48,0360792	20,9700742
Borsod	HU-311-TH-00004	Lippai István Lóránd	3974	Simon	Domb u. 14.	Domb u. 14. , 3974 , Simon		
Borsod	HU-311-TH-00006	"Szirmaterm Mezőgazdasági
Kereskedelmi Szolgáltató Kft."	3555	Harsány	Hrsz. 041/7	Hrsz. 041/7 , 3555 , Harsány	47,9642821	20,7377849
Borsod	HU-311-TH-00011	Varga Pálné	3987	Bodroghalom	Új Tanya 0108/2 hrsz	Új Tanya 0108/2 hrsz , 3987 , Bodroghalom	48,3009977	21,707044
Borsod	HU-311-TH-00012	Csikai László	3929	Tiszaladány	Külterület 069/2 hrsz	Külterület 069/2 hrsz , 3929 , Tiszaladány	48,0621067	21,4101619
Borsod	HU-311-TH-00013	"Takta Ipari és mezőgazdasági
Termelő és Szolgáltató Kft."	3927	Csobaj	2. számú telep 057/4	2. számú telep 057/4 , 3927 , Csobaj	48,0485163	21,3382189
Borsod	HU-311-TH-00014	Pásztor János	3915	Tarcal	Vásártér tanya 0249/2 hrsz	Vásártér tanya 0249/2 hrsz , 3915 , Tarcal	48,1094497	21,3332997
Borsod	HU-311-TH-00015	Ivanics Imre	3927	Csobaj	Külterület 057/3 hrsz	Külterület 057/3 hrsz , 3927 , Csobaj	48,0485163	21,3382189
Borsod	HU-311-TH-00017	Simkó Jánosné	3916	Bodrogkeresztúr	Kastély köz 16.	Kastély köz 16. , 3916 , Bodrogkeresztúr	48,1681951	21,356695
Borsod	HU-311-TH-00003	"Akácvölgye Mezőgazdasági és
Szolgáltató Kft."	3974	Semjén	Külterület telep 032	Külterület telep 032 , 3974 , Semjén	48,3521396	21,9671011
Borsod	HU-311-TH-00002	"Geo Milk Növénytermesztő és
Szarvasmarhatenyésztő és
Szolgáltató Kft."	3950	Sárospatak	Apróhomok Dorkó telep	Apróhomok Dorkó telep , 3950 , Sárospatak	48,2474759	21,631913
Borsod	HU-311-TH-00025	Kenézlő Dózsa Mezőgazdasági Zrt.	3955	Kenézlő	050 hrsz	050 hrsz , 3955 , Kenézlő	48,2004193	21,5311235
Borsod	HU-311-TH-00024	Gondáné Kiss Mária	3932	"Erdőbénye Liget
tanya"	029/2 hrsz	029/2 hrsz , 3932 , Erdőbénye Liget tanya	48,2662769	21,3547995
Borsod	HU-311-TH-00026	Polyán Egyesület	3989	Vilyvitány	0133/3 hrsz	0133/3 hrsz , 3989 , Vilyvitány	48,4952223	21,5589737
Borsod	HU-311-TH-00027	Miklós Rudolf	3989	Vilyvitány	0128 hrsz	0128 hrsz , 3989 , Vilyvitány	48,4952223	21,5589737
Borsod	HU-311-TH-00028	Juhász Béla	3989	Mikóháza	036/1-036/2 hrsz	036/1-036/2 hrsz , 3989 , Mikóháza	48,4617944	21,592572
Borsod	HU-311-TH-00029	Juhász Sándor	3989	Mikóháza	Külterület 036/1 hrsz	Külterület 036/1 hrsz , 3989 , Mikóháza	48,4617944	21,592572
Borsod	HU-311-TH-00030	Juhász Péter Sándor	3989	Mikóháza	Külterület 036/2/A hrsz	Külterület 036/2/A hrsz , 3989 , Mikóháza	48,4617944	21,592572
Borsod	HU-311-TH-00019	Szerencsi Mg. Tsz.	3900	Szerencs	Vince tanya 0109/1 hrsz	Vince tanya 0109/1 hrsz , 3900 , Szerencs	48,1655279	21,2045743
Borsod	HU-311-TH-00020	Bio Goods Kft.	3526	Újcsanálos	Felső tanya 029/2 hrsz	Felső tanya 029/2 hrsz , 3526 , Újcsanálos	48,1380468	21,0036907
Borsod	HU-311-TH-00022	Gulyás István	3571	Alsózsolca	Cinegés tanya	Cinegés tanya , 3571 , Alsózsolca	48,0582846	20,8909243
Borsod	HU-311-TH-00023	Bihari Tibor	3931	Mezőzombor	Fehér tó tanya	Fehér tó tanya , 3931 , Mezőzombor	48,1501209	21,2575954
Borsod	HU-311-TH-00023	Bodó József	3554	Bükkaranyos	Bodó tanya	Bodó tanya , 3554 , Bükkaranyos	47,9920891	20,7822121
Borsod	HU-311-TH-00021	Hagisz Mg Zrt.	3842	Halmaj	Központi telep	Központi telep , 3842 , Halmaj	48,246489	20,996326
Borsod	HU-311-TH-00016	Ivanics Imre Andrásné	3927	Csobaj	Külterület 057/3 hrsz	Külterület 057/3 hrsz , 3927 , Csobaj	48,0485163	21,3382189
Borsod	HU-311-TH-00018	Zubik Józsefné	3987	Bodroghalom	Szabadság u. 172	Szabadság u. 172 , 3987 , Bodroghalom	48,2908983	21,6991141
Borsod	HU-311-TH-00038	Pécsi József	3579	Kiscsécs	Dózsa György u. 2.	Dózsa György u. 2. , 3579 , Kiscsécs	47,965874	21,011977
Csongrád	HU-333-TH-00003	Borbola János	6793	Forráskút	Átokháza dűlő 85. hrsz. 0317	Átokháza dűlő 85. hrsz. 0317 , 6793 , Forráskút	46,35001	19,9143305
Csongrád	HU-333-TH-00001	Vass Brigitta	6793	Forráskút	Gyapjas dűlő 43.	Gyapjas dűlő 43. , 6793 , Forráskút	46,381031	19,9011431
Csongrád	HU-333-TH-00006	Veszelinov Dániel	6754	Újszentiván	Felszabadulás u. 8/b	Felszabadulás u. 8/b , 6754 , Újszentiván	46,1874974	20,1796763
Csongrád	HU-333-TH-00004	Bódi Ferenc István	6756	Tiszasziget	Béke u. 14	Béke u. 14 , 6756 , Tiszasziget	46,1697033	20,1665589
Csongrád	HU-333-TH-00005	Bódi Ferencné	6756	Tiszasziget	Béke u. 14	Béke u. 14 , 6756 , Tiszasziget	46,1697033	20,1665589
Csongrád	HU-333-TH-00011	Börcsök József	6710	Szeged	Harcos u. 107	Harcos u. 107 , 6710 , Szeged	46,2114787	20,0648864
Csongrád	HU-333-TH-00007	Csányi István	6756	Tiszasziget	Béke u. 12	Béke u. 12 , 6756 , Tiszasziget	46,1698553	20,1667678
Csongrád	HU-333-TH-00010	Márkiné Széchi Katalin	6781	Domaszék	Tanya 677	Tanya 677 , 6781 , Domaszék	46,253213	20,0046626
Csongrád	HU-333-TH-00009	Sebők Attiláné	6781	Domaszék	Vasút u.22	Vasút u.22 , 6781 , Domaszék	46,245483	20,008361
Csongrád	HU-333-TH-00017	Makai Zoltán	6640	Csongrád	Tanya 70.	Tanya 70. , 6640 , Csongrád	46,7191121	20,1066628
Csongrád	HU-333-TH-00017	Makai Imréné	6640	Csongrád	Tanya 70.	Tanya 70. , 6640 , Csongrád	46,7191121	20,1066628
Csongrád	HU-333-TH-00013	"Agrár Ker Mezőgazdasági és
Szolgáltató Kft."	6913	Csanádpalota	0186/9 hrsz.	0186/9 hrsz. , 6913 , Csanádpalota	46,2435593	20,7025748
Csongrád	HU-333-TH-00014	Zombortej Kft.	6775	Kiszombor	Nagyszentmiklósi út Fortner tanya	Nagyszentmiklósi út Fortner tanya , 6775 , Kiszombor	46,1856953	20,4265486
Csongrád	HU-333-TH-00015	Makói Hagymakertész Kft.	6900	Makó	Királyhegyesi út 0626/3 hrsz.	Királyhegyesi út 0626/3 hrsz. , 6900 , Makó	46,2215169	20,498787
Csongrád	HU-333-TH-00016	Négy Határ 99 Kft.	6914	Pitvaros	Deák Ferenc u. 2.	Deák Ferenc u. 2. , 6914 , Pitvaros	46,326236	20,743125
Csongrád	HU-333-TH-00039	Elek András István	6821	Székkutas	VII. körzet 54	VII. körzet 54 , 6821 , Székkutas	46,5061804	20,5301817
Csongrád	HU-333-TH-00040	Elekné Kiss Erzsébet	6821	Székkutas	VII. körzet 54	VII. körzet 54 , 6821 , Székkutas	46,5061804	20,5301817
Csongrád	HU-333-TH-00038	Molnár József	6800	Hódmezővásárhely	Tanya 1428	Tanya 1428 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00037	Tonkó Tibor	6800	Hódmezővásárhely	0516/151	0516/151 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00036	Halász Imre	6800	Hódmezővásárhely	Tanya 1526	Tanya 1526 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00035	Szunyi Jánosné Nagypál Emília	6636	Mártély	Tanya 310	Tanya 310 , 6636 , Mártély	46,4679227	20,2502494
Csongrád	HU-333-TH-00034	Nagypál Ferenc	6636	Mártély	Tanya 310	Tanya 310 , 6636 , Mártély	46,4679227	20,2502494
Csongrád	HU-333-TH-00031	Vásárhelyi Róna Mg. Tsz.	6800	Hódmezővásárhely	Hrsz 0607/1-3 01211/12	Hrsz 0607/1-3 01211/12 , 6800 , Hódmezővásárhely	46,4181262	20,3300315
Csongrád	HU-333-TH-00026	Barna Imre	6800	Hódmezővásárhely	Tanya 3276	Tanya 3276 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00029	Csáki Lajos	6800	Hódmezővásárhely	Hrsz 1714/17 01718/2	Hrsz 1714/17 01718/2 , 6800 , Hódmezővásárhely	46,4181262	20,3300315
Csongrád	HU-333-TH-00027	Hódagro Mg. Termelő Szövetkezet	6800	Hódmezővásárhely	Hrsz. 01884/1	Hrsz. 01884/1 , 6800 , Hódmezővásárhely	46,4181262	20,3300315
Csongrád	HU-333-TH-00030	Hód Mezőgazda Zrt.	6800	Hódmezővásárhely	Hrsz. 01261/10	Hrsz. 01261/10 , 6800 , Hódmezővásárhely	46,4181262	20,3300315
Csongrád	HU-333-TH-00025	Kucsoráné Kobzi Éva	6800	Hódmezővásárhely	Hrsz. 0717/4	Hrsz. 0717/4 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00028	Pál Dezső Mihályné	6800	Hódmezővásárhely	Hrsz. 01784/11	Hrsz. 01784/11 , 6800 , Hódmezővásárhely	46,4181262	20,3300315
Csongrád	HU-333-TH-00033	Tejút 2000 Kft.	6821	Székkutas	Hrsz. 0116/32	Hrsz. 0116/32 , 6821 , Székkutas	46,5063976	20,537673
Csongrád	HU-333-TH-00045	SZTE Tangazdaság Kft.	6800	Hódmezővásárhely	Hrsz. 0521	Hrsz. 0521 , 6800 , Hódmezővásárhely	46,4199346	20,3474549
Csongrád	HU-333-TH-00043	Gorzsai Mg Tsz	6922	Földeák	Hrsz. 075/9	Hrsz. 075/9 , 6922 , Földeák	46,3047691	20,4828757
Csongrád	HU-333-TH-00042	Gorzsai Mg Tsz	6800	Hódmezővásárhely	Hrsz. 083/8	Hrsz. 083/8 , 6800 , Hódmezővásárhely	46,4181262	20,3300315
Csongrád	HU-333-TH-00023	Agro-Gárda Zrt.	6624	Eperjes	Tanya 297	Tanya 297 , 6624 , Eperjes	46,7088168	20,5608469
Csongrád	HU-333-TH-00024	"Aranykalász Mezőgazdasági
Szövetkezet"	6621	Derekegyház	Tompahát 6366/55 hrsz	Tompahát 6366/55 hrsz , 6621 , Derekegyház	46,5406779	20,406714
Csongrád	HU-333-TH-00022	Árpád Agrár Zrt.	6600	Szentes	Kistőke-Szegi tanya	Kistőke-Szegi tanya , 6600 , Szentes	46,721048	20,284719
