 Nom Ville 	MAJ   	 Code Postal 	 Code INSEE 	Code Région	 Latitude 	 Longitude 	 Eloignement 
 Mercus-Garrabet 	MERCUS GARRABET  	9400	9188	73	42.85	1.616667	1.05
 Mérens-lès-Vals 	MERENS LES VALS 	9110	9189	73	42.65	1.833333	2.84
 Mérigon 	MERIGON   	9230	9190	73	43.083333	1.2	1.47
 Miglos 	MIGLOS   	9400	9192	73	42.783333	1.616667	1.77
 Mijanès 	MIJANES   	9460	9193	73	42.733333	2.05	2.24
Mirepoix	   	9500	9194	73	43.083333	1.883333	1.51
 Monesple 	MONESPLE   	9130	9195	73	43.083333	1.45	1.55
 Montagagne 	MONTAGAGNE   	9240	9196	73	42.983333	1.416667	0.53
 Montaillou 	MONTAILLOU   	9110	9197	73	42.783333	1.883333	1.81
 Montardit 	MONTARDIT   	9230	9198	73	43.066667	1.2	1.47
 Montbel 	MONTBEL   	9600	9200	73	42.983333	1.983333	2.08
 Montégut-en-Couserans 	MONTEGUT EN COUSERANS 	9200	9201	73	42.983333	1.1	1.91
 Montégut-Plantaurel 	MONTEGUT PLANTAUREL  	9120	9202	73	43.066667	1.5	1.99
 Montels 	MONTELS   	9240	9203	73	43	1.466667	1.01
 Montesquieu-Avantès 	MONTESQUIEU AVANTES  	9200	9204	73	43.016667	1.2	1.47
 Montferrier 	MONTFERRIER   	9300	9206	73	42.9	1.783333	1.07
 Montgauch 	MONTGAUCH   	9160	9208	73	43	1.083333	1.98
 Montjoie-en-Couserans 	MONTJOIE EN COUSERANS 	9200	9209	73	43	1.166667	1.62
 Montoulieu 	MONTOULIEU   	9000	9210	73	42.9	1.633333	1.22
 Montségur 	MONTSEGUR   	9300	9211	73	42.866667	1.833333	1.29
 Montseron 	MONTSERON   	9240	9212	73	43.016667	1.333333	1.72
 Moulin-Neuf 	MOULIN NEUF  	9500	9213	73	43.066667	1.95	1.8
 Moulis 	MOULIS   	9200	9214	73	42.966667	1.083333	1.98
 Nalzen 	NALZEN   	9300	9215	73	42.916667	1.75	1.13
 Nescus 	NESCUS   	9240	9216	73	43	1.433333	0.45
 Niaux 	NIAUX   	9400	9217	73	42.816667	1.583333	1.35
 Orgeix 	ORGEIX   	9110	9218	73	42.7	1.866667	2.39
 Orgibet 	ORGIBET   	9800	9219	73	42.933333	0.933333	2.64
 Orlu 	ORLU   	9110	9220	73	42.7	1.883333	2.39
 Ornolac-Ussat-les-Bains 	ORNOLAC USSAT LES BAINS	9400	9221	73	42.833333	1.633333	1.2
 Orus 	ORUS   	9220	9222	73	42.783333	1.516667	1.65
 Oust 	OUST   	9140	9223	73	42.866667	1.216667	1.4
 Pailhès 	PAILHES   	9130	9224	73	43.1	1.45	1.26
 Pamiers 	PAMIERS   	9100	9225	73	43.116667	1.6	1.34
 Pech 	PECH   	9310	9226	73	42.783333	1.683333	1.65
 Perles-et-Castelet 	PERLES ET CASTELET 	9110	9228	73	42.75	1.783333	1.95
 Le Peyrat 	LE PEYRAT  	9600	9229	73	42.966667	1.933333	1.73
 Le Pla 	LE PLA  	9460	9230	73	42.716667	2.066667	2.31
 Le Port 	LE PORT  	9320	9231	73	42.866667	1.366667	1.3
 Pradettes 	PRADETTES   	9600	9233	73	42.983333	1.816667	1.22
 Pradières 	PRADIERES   	9000	9234	73	42.966667	1.65	0.89
 Prayols 	PRAYOLS   	9000	9236	73	42.933333	1.616667	0.6
 Le Puch 	LE PUCH  	9460	9237	73	42.716667	2.1	2.46
 Les Pujols 	LES PUJOLS  	9100	9238	73	43.083333	1.716667	1.4
 Quérigut 	QUERIGUT   	9460	9239	73	42.7	2.1	2.46
 Quié 	QUIE   	9400	9240	73	42.85	1.6	1.05
 Rabat-les-Trois-Seigneurs 	RABAT LES TROIS SEIGNEURS	9400	9241	73	42.85	1.566667	1.05
 Raissac 	RAISSAC   	9300	9242	73	42.95	1.816667	1.22
 Régat 	REGAT   	9600	9243	73	42.983333	1.883333	1.51
 Rieucros 	RIEUCROS   	9500	9244	73	43.083333	1.766667	1.15
 Rieux-de-Pelleport 	RIEUX DE PELLEPORT 	9120	9245	73	43.05	1.6	0.74
 Rimont 	RIMONT   	9420	9246	73	43	1.283333	1.11
 Rivèrenert 	RIVERENERT   	9200	9247	73	42.966667	1.233333	1.64
 Rogalle 	ROGALLE   	9140	9248	73	42.9	1.183333	1.55
 Roquefixade 	ROQUEFIXADE   	9300	9249	73	42.933333	1.75	1.12
 Roquefort-les-Cascades 	ROQUEFORT LES CASCADES 	9300	9250	73	42.95	1.766667	1
 Roumengoux 	ROUMENGOUX   	9500	9251	73	43.066667	1.95	1.8
 Rouze 	ROUZE   	9460	9252	73	42.733333	2.066667	2.31
 Sabarat 	SABARAT   	9350	9253	73	43.1	1.4	1.98
 Saint-Amadou 	SAINT AMADOU  	9100	9254	73	43.116667	1.716667	1.34
 Saint-Amans 	SAINT AMANS  	9100	9255	73	43.15	1.55	1.64
 Saint-Bauzeil 	SAINT BAUZEIL  	9120	9256	73	43.083333	1.583333	1.04
 Saint-Félix-de-Tournegat 	SAINT FELIX DE TOURNEGAT	9500	9259	73	43.133333	1.75	1.56
 Sainte-Foi 	SAINTE FOI  	9500	9260	73	43.133333	1.916667	1.66
 Saint-Girons 	SAINT GIRONS  	9200	9261	73	42.983333	1.15	1.69
 Saint-Jean-d'Aigues-Vives 	SAINT JEAN D AIGUES	9300	9262	73	42.933333	1.866667	1.44
 Saint-Jean-du-Castillonnais 	SAINT JEAN DU CASTILLONNAIS	9800	9263	73	42.933333	0.933333	2.64
 Saint-Jean-de-Verges 	SAINT JEAN DE VERGES	9000	9264	73	43.016667	1.616667	0.95
 Saint-Jean-du-Falga 	SAINT JEAN DU FALGA	9100	9265	73	43.083333	1.616667	1.04
 Saint-Julien-de-Gras-Capou 	SAINT JULIEN DE GRAS	9500	9266	73	43.033333	1.85	1.36
 Saint-Lizier 	SAINT LIZIER  	9190	9268	73	43	1.133333	1.76
 Saint-Martin-de-Caralp 	SAINT MARTIN DE CARALP	9000	9269	73	42.983333	1.55	0.84
 Saint-Martin-d'Oydes 	SAINT MARTIN D OYDES	9100	9270	73	43.166667	1.5	1.79
 Saint-Paul-de-Jarrat 	SAINT PAUL DE JARRAT	9000	9272	73	42.916667	1.65	1.18
 Saint-Pierre-de-Rivière 	SAINT PIERRE DE RIVIERE	9000	9273	73	42.966667	1.566667	0.5
 Saint-Quentin-la-Tour 	SAINT QUENTIN LA TOUR	9500	9274	73	43.033333	1.9	1.58
 Saint-Quirc 	SAINT QUIRC  	9700	9275	73	43.266667	1.5	2.69
 Saint-Victor-Rouzaud 	SAINT VICTOR ROUZAUD 	9100	9276	73	43.083333	1.566667	1.04
 Saint-Ybars 	SAINT YBARS  	9210	9277	73	43.25	1.4	2.54
 Salsein 	SALSEIN   	9800	9279	73	42.9	1.016667	2.27
 Saurat 	SAURAT   	9400	9280	73	42.883333	1.533333	2.07
 Sautel 	SAUTEL   	9300	9281	73	42.966667	1.8	1.15
 Saverdun 	SAVERDUN   	9700	9282	73	43.233333	1.583333	2.39
 Savignac-les-Ormeaux 	SAVIGNAC LES ORMEAUX 	9110	9283	73	42.733333	1.816667	2.1
 Ségura 	SEGURA   	9120	9284	73	43.033333	1.683333	0.73
 Seix 	SEIX   	9140	9285	73	42.866667	1.2	1.47
 Sem 	SEM   	9220	9286	73	42.766667	1.516667	1.8
 Senconac 	SENCONAC   	9250	9287	73	42.8	1.7	2.23
 Sénesse-de-Senabugue 	SENESSE DE SENABUGUE 	9600	9288	73	43.05	1.833333	1.29
 Sentein 	SENTEIN   	9800	9290	73	42.866667	0.95	2.56
 Sentenac-d'Oust 	SENTENAC D OUST 	9140	9291	73	42.883333	1.183333	1.55
 Sentenac-de-Sérou 	SENTENAC DE SEROU 	9240	9292	73	42.966667	1.383333	1.11
 Serres-sur-Arget 	SERRES SUR ARGET 	9000	9293	73	42.966667	1.516667	1.33
 Sieuras 	SIEURAS   	9130	9294	73	43.183333	1.333333	1.94
 Siguer 	SIGUER   	9220	9295	73	42.766667	1.566667	1.8
 Sinsat 	SINSAT   	9310	9296	73	42.8	1.65	1.5
 Sor 	SOR   	9800	9297	73	42.916667	1.016667	2.27
 Sorgeat 	SORGEAT   	9110	9298	73	42.733333	1.85	2.1
 Soula 	SOULA   	9000	9300	73	42.95	1.7	1.74
 Suc-et-Sentenac 	SUC ET SENTENAC 	9220	9302	73	42.783333	1.483333	1.65
 Surba 	SURBA   	9400	9303	73	42.866667	1.583333	0.9
 Suzan 	SUZAN   	9240	9304	73	43.033333	1.433333	0.59
 Tabre 	TABRE   	9600	9305	73	42.983333	1.85	1.36
 Tarascon-sur-Ariège 	TARASCON SUR ARIEGE 	9400	9306	73	42.85	1.6	1.05
 Taurignan-Castet 	TAURIGNAN CASTET  	9160	9307	73	43.033333	1.083333	1.98
 Taurignan-Vieux 	TAURIGNAN VIEUX  	9190	9308	73	43.033333	1.116667	1.84
 Teilhet 	TEILHET   	9500	9309	73	43.083333	1.783333	1.07
 Thouars-sur-Arize 	THOUARS SUR ARIZE 	9350	9310	73	43.183333	1.266667	1.94
 Tignac 	TIGNAC   	9110	9311	73	42.75	1.783333	1.95
 La Tour-du-Crieu 	LA TOUR DU CRIEU	9100	9312	73	43.1	1.633333	1.19
 Tourtouse 	TOURTOUSE   	9230	9313	73	43.083333	1.133333	1.76
 Tourtrol 	TOURTROL   	9500	9314	73	43.066667	1.8	1.15
 Trémoulet 	TREMOULET   	9700	9315	73	43.166667	1.716667	1.93
 Troye-d'Ariège 	TROYE D ARIEGE 	9500	9316	73	43.033333	1.883333	1.51
 Uchentein 	UCHENTEIN   	9800	9317	73	42.883333	1	2.35
 Unac 	UNAC   	9250	9318	73	42.766667	1.766667	1.8
 Unzent 	UNZENT   	9100	9319	73	43.166667	1.533333	1.79
 Urs 	URS   	9310	9320	73	42.783333	1.733333	1.72
 Ussat 	USSAT   	9400	9321	73	42.833333	1.616667	1.2
 Ustou 	USTOU   	9140	9322	73	42.8	1.266667	1.5
 Vals 	VALS   	9500	9323	73	43.1	1.75	1.4
 Varilhes 	VARILHES   	9120	9324	73	43.05	1.633333	0.74
 Vaychis 	VAYCHIS   	9110	9325	73	42.75	1.8	1.95
 Vèbre 	VEBRE   	9310	9326	73	42.783333	1.716667	1.65
 Ventenac 	VENTENAC   	9120	9327	73	43	1.716667	1.35
 Verdun 	VERDUN   	9310	9328	73	42.8	1.683333	1.5
 Vernajoul 	VERNAJOUL   	9000	9329	73	42.983333	1.6	0.34
 Vernaux 	VERNAUX   	9250	9330	73	42.783333	1.75	1.65
 Le Vernet 	LE VERNET  	9700	9331	73	43.183333	1.6	1.94
 Verniolle 	VERNIOLLE   	9340	9332	73	43.083333	1.633333	1.04
 Vicdessos 	VICDESSOS   	9220	9334	73	42.766667	1.5	1.8
 Villeneuve-d'Olmes 	VILLENEUVE D OLMES 	9300	9336	73	42.9	1.816667	1.22
 Villeneuve-du-Bosc 	VILLENEUVE DU BOSC 	9000	9337	73	43	1.633333	0.87
 Villeneuve-du-Latou 	VILLENEUVE DU LATOU 	9130	9338	73	43.2	1.433333	2.09
 Villeneuve-du-Paréage 	VILLENEUVE DU PAREAGE 	9100	9339	73	43.15	1.616667	1.64
 Vira 	VIRA   	9120	9340	73	43.05	1.766667	1.93
 Viviès 	VIVIES   	9500	9341	73	43.05	1.783333	1.07
 Sainte-Suzanne 	SAINTE SUZANNE  	9130	9342	73	43.216667	1.383333	2.24
 Salau 	SALAU   	9140	9904	73	42.766667	1.183333	1.8
 Ailleville 	AILLEVILLE   	10200	10002	21	48.25	4.683333	1.83
 Aix-en-Othe 	AIX EN OTHE 	10160	10003	21	48.216667	3.733333	1.61
 Allibaudières 	ALLIBAUDIERES   	10700	10004	21	48.583333	4.116667	1.96
 Amance 	AMANCE   	10140	10005	21	48.3	4.516667	1.23
 Arcis-sur-Aube 	ARCIS SUR AUBE 	10700	10006	21	48.533333	4.133333	1.61
 Arconville 	ARCONVILLE   	10200	10007	21	48.166667	4.716667	1.95
 Argançon 	ARGANCON   	10140	10008	21	48.25	4.6	1.53
 Arrelles 	ARRELLES   	10340	10009	21	48.05	4.283333	1.77
 Arrembécourt 	ARREMBECOURT   	10330	10010	21	48.55	4.6	1.72
 Arrentières 	ARRENTIERES   	10200	10011	21	48.266667	4.75	2.07
 Arsonval 	ARSONVAL   	10200	10012	21	48.266667	4.65	1.71
 Assenay 	ASSENAY   	10320	10013	21	48.183333	4.066667	1.35
 Assencières 	ASSENCIERES   	10220	10014	21	48.35	4.2	1.49
 Aubeterre 	AUBETERRE   	10150	10015	21	48.433333	4.116667	0.91
 Aulnay 	AULNAY   	10240	10017	21	48.466667	4.4	1.47
 Auxon 	AUXON   	10130	10018	21	48.1	3.916667	1.42
 Avant-lès-Marcilly 	AVANT LES MARCILLY 	10400	10020	21	48.416667	3.566667	2.21
 Avant-lès-Ramerupt 	AVANT LES RAMERUPT 	10240	10021	21	48.45	4.283333	1.25
 Avirey-Lingey 	AVIREY LINGEY  	10340	10022	21	48.033333	4.3	1.89
 Avon-la-Pèze 	AVON LA PEZE 	10290	10023	21	48.383333	3.65	1.91
 Avreuil 	AVREUIL   	10130	10024	21	48.05	4	1.77
 Bagneux-la-Fosse 	BAGNEUX LA FOSSE 	10340	10025	21	47.983333	4.283333	2.24
 Bailly-le-Franc 	BAILLY LE FRANC 	10330	10026	21	48.516667	4.65	1.71
 Balignicourt 	BALIGNICOURT   	10330	10027	21	48.516667	4.466667	1.49
 Balnot-la-Grange 	BALNOT LA GRANGE 	10210	10028	21	47.983333	4.2	2.24
 Balnot-sur-Laignes 	BALNOT SUR LAIGNES 	10110	10029	21	48.033333	4.366667	1.89
 Barberey-Saint-Sulpice 	BARBEREY SAINT SULPICE 	10600	10030	21	48.333333	4.033333	1.26
 Barbuise 	BARBUISE   	10400	10031	21	48.55	3.583333	2.15
 Bar-sur-Aube 	BAR SUR AUBE 	10200	10033	21	48.233333	4.716667	1.95
 Bar-sur-Seine 	BAR SUR SEINE 	10110	10034	21	48.116667	4.366667	1.3
 Bayel 	BAYEL   	10310	10035	21	48.2	4.783333	2.19
 Beauvoir-sur-Sarce 	BEAUVOIR SUR SARCE 	10340	10036	21	47.966667	4.3	2.35
 Bercenay-en-Othe 	BERCENAY EN OTHE 	10190	10037	21	48.216667	3.883333	1.07
 Bercenay-le-Hayer 	BERCENAY LE HAYER 	10290	10038	21	48.333333	3.583333	2.15
 Bergères 	BERGERES   	10200	10039	21	48.183333	4.666667	1.77
 Bernon 	BERNON   	10130	10040	21	47.983333	3.983333	2.24
 Bertignolles 	BERTIGNOLLES   	10110	10041	21	48.133333	4.516667	1.23
 Bérulle 	BERULLE   	10160	10042	21	48.183333	3.666667	1.85
 Bétignicourt 	BETIGNICOURT   	10500	10044	21	48.45	4.45	1.07
 Beurey 	BEUREY   	10140	10045	21	48.183333	4.466667	1.05
 Blaincourt-sur-Aube 	BLAINCOURT SUR AUBE 	10500	10046	21	48.383333	4.45	0.99
 Blignicourt 	BLIGNICOURT   	10500	10047	21	48.466667	4.533333	1.29
 Les Bordes-Aumont 	LES BORDES AUMONT 	10800	10049	21	48.183333	4.116667	0.91
 Bossancourt 	BOSSANCOURT   	10140	10050	21	48.283333	4.6	1.53
 Bouilly 	BOUILLY   	10320	10051	21	48.2	4	1.37
 Boulages 	BOULAGES   	10380	10052	21	48.583333	3.916667	1.96
 Bouranton 	BOURANTON   	10270	10053	21	48.316667	4.183333	1.56
 Bourguignons 	BOURGUIGNONS   	10110	10055	21	48.133333	4.366667	1.19
 Bouy-Luxembourg 	BOUY LUXEMBOURG  	10220	10056	21	48.383333	4.266667	0.59
 Bouy-sur-Orvin 	BOUY SUR ORVIN 	10400	10057	21	48.416667	3.5	2.45
 Bréviandes 	BREVIANDES   	10800	10060	21	48.25	4.1	0.86
 Brévonnes 	BREVONNES   	10220	10061	21	48.366667	4.4	1.58
 Briel-sur-Barse 	BRIEL SUR BARSE 	10140	10062	21	48.216667	4.35	1.69
 Brienne-la-Vieille 	BRIENNE LA VIEILLE 	10500	10063	21	48.366667	4.533333	1.29
 Brienne-le-Château 	BRIENNE LE CHATEAU 	10500	10064	21	48.4	4.533333	1.29
 Brillecourt 	BRILLECOURT   	10240	10065	21	48.466667	4.366667	1.14
 Bucey-en-Othe 	BUCEY EN OTHE 	10190	10066	21	48.266667	3.866667	1.13
 Buchères 	BUCHERES   	10800	10067	21	48.233333	4.116667	0.49
 Buxeuil 	BUXEUIL   	10110	10068	21	48.05	4.4	1.77
 Buxières-sur-Arce 	BUXIERES SUR ARCE 	10110	10069	21	48.133333	4.45	1.19
 Celles-sur-Ource 	CELLES SUR OURCE 	10110	10070	21	48.083333	4.4	1.54
 Chacenay 	CHACENAY   	10110	10071	21	48.116667	4.533333	1.35
 La Chaise 	LA CHAISE  	10500	10072	21	48.366667	4.666667	1.97
 Chalette-sur-Voire 	CHALETTE SUR VOIRE 	10500	10073	21	48.45	4.433333	1.27
 Chamoy 	CHAMOY   	10130	10074	21	48.116667	3.966667	1.3
 Champignol-lez-Mondeville 	CHAMPIGNOL LEZ MONDEVILLE 	10200	10076	21	48.133333	4.683333	1.83
 Champigny-sur-Aube 	CHAMPIGNY SUR AUBE 	10700	10077	21	48.566667	4.066667	1.84
 Champ-sur-Barse 	CHAMP SUR BARSE 	10140	10078	21	48.233333	4.4	1.08
 Channes 	CHANNES   	10340	10079	21	47.933333	4.25	2.59
 Chaource 	CHAOURCE   	10210	10080	21	48.066667	4.133333	1.65
 La Chapelle-Saint-Luc 	LA CHAPELLE SAINT LUC	10600	10081	21	48.333333	4.05	1.58
 Chapelle-Vallon 	CHAPELLE VALLON  	10700	10082	21	48.433333	4.033333	2.05
 Chappes 	CHAPPES   	10260	10083	21	48.166667	4.25	0.96
 Charmont-sous-Barbuise 	CHARMONT SOUS BARBUISE 	10150	10084	21	48.416667	4.166667	0.94
 Charny-le-Bachot 	CHARNY LE BACHOT 	10380	10086	21	48.55	3.95	1.72
 Châtres 	CHATRES   	10510	10089	21	48.5	3.85	1.37
 Chauchigny 	CHAUCHIGNY   	10170	10090	21	48.433333	3.966667	1.2
 Chaudrey 	CHAUDREY   	10240	10091	21	48.5	4.283333	1.37
 Chauffour-lès-Bailly 	CHAUFFOUR LES BAILLY 	10110	10092	21	48.2	4.333333	1.54
 Chaumesnil 	CHAUMESNIL   	10500	10093	21	48.366667	4.6	1.53
 Chavanges 	CHAVANGES   	10330	10094	21	48.516667	4.566667	1.49
 Le Chêne 	LE CHENE  	10700	10095	21	48.55	4.183333	1.72
 Chennegy 	CHENNEGY   	10190	10096	21	48.216667	3.85	1.19
 Chervey 	CHERVEY   	10110	10097	21	48.133333	4.5	1.19
 Chesley 	CHESLEY   	10210	10098	21	47.966667	4.116667	2.35
 Chessy-les-Prés 	CHESSY LES PRES 	10130	10099	21	48.016667	3.916667	2
 Clérey 	CLEREY   	10390	10100	21	48.2	4.2	0.72
 Coclois 	COCLOIS   	10240	10101	21	48.466667	4.333333	1.14
 Colombé-la-Fosse 	COLOMBE LA FOSSE 	10200	10102	21	48.266667	4.8	2.26
 Colombé-le-Sec 	COLOMBE LE SEC 	10200	10103	21	48.25	4.8	2.26
 Cormost 	CORMOST   	10800	10104	21	48.166667	4.133333	1.44
 Courcelles-sur-Voire 	COURCELLES SUR VOIRE 	10500	10105	21	48.466667	4.533333	1.29
 Courceroy 	COURCEROY   	10400	10106	21	48.466667	3.416667	2.76
 Coursan-en-Othe 	COURSAN EN OTHE 	10130	10107	21	48.066667	3.833333	1.65
 Courtaoult 	COURTAOULT   	10130	10108	21	48.016667	3.866667	2
 Courtenot 	COURTENOT   	10260	10109	21	48.15	4.3	1.15
 Courteranges 	COURTERANGES   	10270	10110	21	48.266667	4.233333	0.26
 Courteron 	COURTERON   	10250	10111	21	48.016667	4.45	2
 Coussegrey 	COUSSEGREY   	10210	10112	21	47.95	4.016667	2.47
 Couvignon 	COUVIGNON   	10200	10113	21	48.2	4.65	1.71
 Crancey 	CRANCEY   	10100	10114	21	48.516667	3.633333	1.97
 Créney-près-Troyes 	CRENEY PRES TROYES 	10150	10115	21	48.333333	4.133333	0.83
 Crésantignes 	CRESANTIGNES   	10320	10116	21	48.133333	4.016667	1.19
 Crespy-le-Neuf 	CRESPY LE NEUF 	10500	10117	21	48.4	4.6	1.53
 Les Croutes 	LES CROUTES  	10130	10118	21	48	3.866667	2.12
 Cunfin 	CUNFIN   	10360	10119	21	48.05	4.666667	1.77
 Cussangy 	CUSSANGY   	10210	10120	21	48.016667	4.1	2
 Dampierre 	DAMPIERRE   	10240	10121	21	48.55	4.366667	1.72
 Davrey 	DAVREY   	10130	10122	21	48.05	3.95	1.77
 Dienville 	DIENVILLE   	10500	10123	21	48.35	4.533333	1.29
 Dierrey-Saint-Julien 	DIERREY SAINT JULIEN 	10190	10124	21	48.316667	3.833333	1.25
 Dierrey-Saint-Pierre 	DIERREY SAINT PIERRE 	10190	10125	21	48.333333	3.833333	1.25
 Dolancourt 	DOLANCOURT   	10200	10126	21	48.266667	4.616667	1.59
 Dommartin-le-Coq 	DOMMARTIN LE COQ 	10240	10127	21	48.5	4.35	1.37
 Donnement 	DONNEMENT   	10330	10128	21	48.516667	4.433333	1.49
 Dosches 	DOSCHES   	10220	10129	21	48.316667	4.25	0.97
 Dosnon 	DOSNON   	10700	10130	21	48.616667	4.233333	2.19
 Droupt-Saint-Basle 	DROUPT SAINT BASLE 	10170	10131	21	48.483333	3.933333	1.26
 Droupt-Sainte-Marie 	DROUPT SAINTE MARIE 	10170	10132	21	48.5	3.916667	1.37
 Eaux-Puiseaux 	EAUX PUISEAUX  	10130	10133	21	48.116667	3.883333	1.3
 Échemines 	ECHEMINES   	10350	10134	21	48.383333	3.833333	1.25
 Éclance 	ECLANCE   	10200	10135	21	48.3	4.633333	1.65
 Éguilly-sous-Bois 	EGUILLY SOUS BOIS 	10110	10136	21	48.133333	4.533333	1.36
 Engente 	ENGENTE   	10200	10137	21	48.266667	4.75	2.07
 Épagne 	EPAGNE   	10500	10138	21	48.4	4.466667	1.05
 Épothémont 	EPOTHEMONT   	10500	10139	21	48.416667	4.65	1.71
 Ervy-le-Châtel 	ERVY LE CHATEL 	10130	10140	21	48.033333	3.916667	1.89
 Essoyes 	ESSOYES   	10360	10141	21	48.066667	4.533333	1.65
 Estissac 	ESTISSAC   	10190	10142	21	48.266667	3.816667	1.31
 Étourvy 	ETOURVY   	10210	10143	21	47.95	4.133333	2.47
 Étrelles-sur-Aube 	ETRELLES SUR AUBE 	10170	10144	21	48.566667	3.866667	1.84
 Faux-Villecerf 	FAUX VILLECERF  	10290	10145	21	48.333333	3.733333	1.71
 Fay-lès-Marcilly 	FAY LES MARCILLY 	10290	10146	21	48.4	3.6	2.09
 Fays-la-Chapelle 	FAYS LA CHAPELLE 	10320	10147	21	48.133333	4.016667	1.19
 Feuges 	FEUGES   	10150	10149	21	48.4	4.116667	0.68
 Fontaine 	FONTAINE   	10200	10150	21	48.216667	4.716667	-1
 Fontaine-lès-Grès 	FONTAINE LES GRES 	10280	10151	21	48.416667	3.9	1.47
 Fontaine-Luyères 	FONTAINE LUYERES  	10150	10152	21	48.4	4.183333	1.06
 Fontaine-Mâcon 	FONTAINE MACON  	10400	10153	21	48.466667	3.5	2.45
 Fontenay-de-Bossery 	FONTENAY DE BOSSERY 	10400	10154	21	48.45	3.45	2.64
 Fontette 	FONTETTE   	10360	10155	21	48.083333	4.616667	1.59
 Fontvannes 	FONTVANNES   	10190	10156	21	48.283333	3.866667	1.13
 La Fosse-Corduan 	LA FOSSE CORDUAN 	10100	10157	21	48.45	3.65	1.91
 Fouchères 	FOUCHERES   	10260	10158	21	48.15	4.266667	1.07
 Fralignes 	FRALIGNES   	10110	10159	21	48.166667	4.366667	0.96
 Fravaux 	FRAVAUX   	10200	10160	21	48.233333	4.633333	1.65
 Fresnoy-le-Château 	FRESNOY LE CHATEAU 	10270	10162	21	48.2	4.233333	1.18
 Fuligny 	FULIGNY   	10200	10163	21	48.333333	4.7	1.89
 Gélannes 	GELANNES   	10100	10164	21	48.483333	3.666667	1.85
 Géraudot 	GERAUDOT   	10220	10165	21	48.3	4.316667	0.95
 Les Grandes-Chapelles 	LES GRANDES CHAPELLES 	10170	10166	21	48.466667	4.016667	1.52
 Grandville 	GRANDVILLE   	10700	10167	21	48.6	4.233333	2.07
 Gumery 	GUMERY   	10400	10169	21	48.45	3.433333	2.7
 Gyé-sur-Seine 	GYE SUR SEINE 	10250	10170	21	48.033333	4.433333	1.89
 Hampigny 	HAMPIGNY   	10500	10171	21	48.45	4.6	1.53
 Herbisse 	HERBISSE   	10700	10172	21	48.616667	4.116667	2.19
 Isle-Aumont 	ISLE AUMONT  	10800	10173	21	48.216667	4.133333	0.61
 Jasseines 	JASSEINES   	10330	10175	21	48.5	4.383333	2.08
 Jaucourt 	JAUCOURT   	10200	10176	21	48.266667	4.65	1.71
 Javernant 	JAVERNANT   	10320	10177	21	48.166667	4	0.96
 Jessains 	JESSAINS   	10140	10178	21	48.3	4.583333	1.47
 Jeugny 	JEUGNY   	10320	10179	21	48.133333	4.033333	1.19
 Joncreuil 	JONCREUIL   	10330	10180	21	48.516667	4.616667	1.59
 Jully-sur-Sarce 	JULLY SUR SARCE 	10260	10181	21	48.1	4.3	1.62
 Juvancourt 	JUVANCOURT   	10310	10182	21	48.116667	4.8	2.26
 Juvanzé 	JUVANZE   	10140	10183	21	48.316667	4.566667	1.41
 Juzanvigny 	JUZANVIGNY   	10500	10184	21	48.416667	4.583333	1.47
 Lagesse 	LAGESSE   	10210	10185	21	48.016667	4.133333	2
 Laines-aux-Bois 	LAINES AUX BOIS 	10120	10186	21	48.233333	3.983333	1.43
 Lantages 	LANTAGES   	10210	10188	21	48.066667	4.216667	1.65
 Laubressel 	LAUBRESSEL   	10270	10190	21	48.3	4.216667	0.94
 Lavau 	LAVAU   	10150	10191	21	48.316667	4.083333	1.25
 Lentilles 	LENTILLES   	10330	10192	21	48.483333	4.616667	1.59
 Lesmont 	LESMONT   	10500	10193	21	48.433333	4.416667	1.4
 Lévigny 	LEVIGNY   	10200	10194	21	48.3	4.7	1.89
 Lhuître 	LHUITRE   	10700	10195	21	48.566667	4.25	1.84
 Lignières 	LIGNIERES   	10130	10196	21	47.95	3.966667	2.47
 Lignol-le-Château 	LIGNOL LE CHATEAU 	10200	10197	21	48.216667	4.816667	2.32
 Lirey 	LIREY   	10320	10198	21	48.15	4.05	1.07
 Loches-sur-Ource 	LOCHES SUR OURCE 	10110	10199	21	48.066667	4.5	1.65
 La Loge-aux-Chèvres 	LA LOGE AUX CHEVRES	10140	10200	21	48.283333	4.416667	0.95
 La Loge-Pomblin 	LA LOGE POMBLIN 	10210	10201	21	48.05	4.033333	1.77
 Les Loges-Margueron 	LES LOGES MARGUERON 	10210	10202	21	48.083333	4.116667	1.54
 Longchamp-sur-Aujon 	LONGCHAMP SUR AUJON 	10310	10203	21	48.15	4.833333	2.38
 Longpré-le-Sec 	LONGPRE LE SEC 	10140	10205	21	48.183333	4.516667	1.23
 Longsols 	LONGSOLS   	10240	10206	21	48.433333	4.283333	1.47
 Longueville-sur-Aube 	LONGUEVILLE SUR AUBE 	10170	10207	21	48.55	3.916667	1.72
 La Louptière-Thénard 	LA LOUPTIERE THENARD 	10400	10208	21	48.383333	3.433333	2.7
 Lusigny-sur-Barse 	LUSIGNY SUR BARSE 	10270	10209	21	48.25	4.266667	0.84
 Luyères 	LUYERES   	10150	10210	21	48.383333	4.2	1.29
 Macey 	MACEY   	10300	10211	21	48.3	3.916667	1.33
 Machy 	MACHY   	10320	10212	21	48.133333	4.05	1.19
